condition_id,paper_id,scientific_model,served_model_id,temperature,top_p,min_p,repeat,status,attempts,raw_result_path,parse_status,error,latency_seconds
Nejad2025__gemma-4-31b-it__T035__R01,Nejad2025,gemma-4-31b-it,gemma-4-31b-it,0.35,0.90,0.10,1,RECOVERED,1,content/202608_temp/raw/Nejad2025__gemma-4-31b-it__T035__R01.json,recovered,"'lo_evaluations' missing canonical factors: ['Divisive Inhibition (PV)', 'Inhibition (GABA)', 'Subtractive Inhibition (SST)']; 'lo_evaluations' has unknown factor keys: ['GABA', 'PV', 'SST']; 'go_evaluations' missing canonical factors: ['Divisive Inhibition (PV)', 'Inhibition (GABA)', 'Subtractive Inhibition (SST)']; 'go_evaluations' has unknown factor keys: ['GABA', 'PV', 'SST']",
Nejad2025__gemma-4-31b-it__T035__R02,Nejad2025,gemma-4-31b-it,gemma-4-31b-it,0.35,0.90,0.10,2,RECOVERED,1,content/202608_temp/raw/Nejad2025__gemma-4-31b-it__T035__R02.json,recovered,"'lo_evaluations' missing canonical factors: ['Divisive Inhibition (PV)', 'Inhibition (GABA)', 'Subtractive Inhibition (SST)']; 'lo_evaluations' has unknown factor keys: ['GABA', 'PV', 'SST']; 'go_evaluations' missing canonical factors: ['Divisive Inhibition (PV)', 'Inhibition (GABA)', 'Subtractive Inhibition (SST)']; 'go_evaluations' has unknown factor keys: ['GABA', 'PV', 'SST']",
Nejad2025__gemma-4-31b-it__T035__R03,Nejad2025,gemma-4-31b-it,gemma-4-31b-it,0.35,0.90,0.10,3,RECOVERED,1,content/202608_temp/raw/Nejad2025__gemma-4-31b-it__T035__R03.json,recovered,"'lo_evaluations' missing canonical factors: ['Divisive Inhibition (PV)', 'Inhibition (GABA)', 'Subtractive Inhibition (SST)']; 'lo_evaluations' has unknown factor keys: ['GABA', 'PV', 'SST']; 'go_evaluations' missing canonical factors: ['Divisive Inhibition (PV)', 'Inhibition (GABA)', 'Subtractive Inhibition (SST)']; 'go_evaluations' has unknown factor keys: ['GABA', 'PV', 'SST']",
Nejad2025__gemma-4-31b-it__T070__R01,Nejad2025,gemma-4-31b-it,gemma-4-31b-it,0.70,0.90,0.10,1,RECOVERED,1,content/202608_temp/raw/Nejad2025__gemma-4-31b-it__T070__R01.json,recovered,"'lo_evaluations' missing canonical factors: ['Absence of Feedback Error', 'Activity Suppression', 'Alpha/Beta Mediated Suppression', 'Ascending Latency Shift', 'Canonical Microcircuit Ubiquity', 'Cross-Modal Ubiquity', 'Cross-Scale Hierarchical Ubiquity', 'Divisive Inhibition (PV)', 'E/I Balance Shift', 'Feedforward AMPA', 'Feedforward Ascending Gamma', 'Feedforward Deviance Detection', 'Feedforward Error Propagation', 'Feedforward NMDA', 'Feedforward Non-local Activation', 'Feedforward Non-local Directed Connectivity', 'Feedforward Non-local Granular Activity (L4)', 'Feedforward Non-local Supragranular Activity (L2/3)', 'Habituation to Sequence', 'Hierarchical Activity Ubiquity', 'Hierarchical CSD Ubiquity', 'Hierarchical Mechanism Invariance', 'Hierarchical Order Stability', 'Hierarchical Presence (V1-PFC)', 'Inhibition (GABA)', 'Interspecies Hierarchical Ubiquity', 'Omission Response', 'Population-Wide Ubiquity', 'Precision Weighting (Gain)', 'Selective Sharpening', 'State-Independent Ubiquity', 'Subcortical Feedforward Relaying', 'Subtractive Inhibition (SST)', 'Synaptic Depression (Adaptation)', 'Temporal Stability of Ubiquity', 'VIP-Mediated Disinhibition']; 'lo_evaluations' has unknown factor keys: ['1', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '2', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '3', '30', '31', '32', '33', '34', '35', '36', '4', '5', '6', '7', '8', '9']; 'go_evaluations' missing canonical factors: ['Absence of Feedback Error', 'Activity Suppression', 'Alpha/Beta Mediated Suppression', 'Ascending Latency Shift', 'Canonical Microcircuit Ubiquity', 'Cross-Modal Ubiquity', 'Cross-Scale Hierarchical Ubiquity', 'Divisive Inhibition (PV)', 'E/I Balance Shift', 'Feedforward AMPA', 'Feedforward Ascending Gamma', 'Feedforward Deviance Detection', 'Feedforward Error Propagation', 'Feedforward NMDA', 'Feedforward Non-local Activation', 'Feedforward Non-local Directed Connectivity', 'Feedforward Non-local Granular Activity (L4)', 'Feedforward Non-local Supragranular Activity (L2/3)', 'Habituation to Sequence', 'Hierarchical Activity Ubiquity', 'Hierarchical CSD Ubiquity', 'Hierarchical Mechanism Invariance', 'Hierarchical Order Stability', 'Hierarchical Presence (V1-PFC)', 'Inhibition (GABA)', 'Interspecies Hierarchical Ubiquity', 'Omission Response', 'Population-Wide Ubiquity', 'Precision Weighting (Gain)', 'Selective Sharpening', 'State-Independent Ubiquity', 'Subcortical Feedforward Relaying', 'Subtractive Inhibition (SST)', 'Synaptic Depression (Adaptation)', 'Temporal Stability of Ubiquity', 'VIP-Mediated Disinhibition']; 'go_evaluations' has unknown factor keys: ['1', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '2', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '3', '30', '31', '32', '33', '34', '35', '36', '4', '5', '6', '7', '8', '9']",
Nejad2025__gemma-4-31b-it__T070__R02,Nejad2025,gemma-4-31b-it,gemma-4-31b-it,0.70,0.90,0.10,2,RECOVERED,1,content/202608_temp/raw/Nejad2025__gemma-4-31b-it__T070__R02.json,recovered,"'lo_evaluations' missing canonical factors: ['Divisive Inhibition (PV)', 'Inhibition (GABA)', 'Subtractive Inhibition (SST)']; 'lo_evaluations' has unknown factor keys: ['GABA', 'PV', 'SST']; 'go_evaluations' missing canonical factors: ['Divisive Inhibition (PV)', 'Inhibition (GABA)', 'Subtractive Inhibition (SST)']; 'go_evaluations' has unknown factor keys: ['GABA', 'PV', 'SST']",
Nejad2025__gemma-4-31b-it__T070__R03,Nejad2025,gemma-4-31b-it,gemma-4-31b-it,0.70,0.90,0.10,3,RECOVERED,1,content/202608_temp/raw/Nejad2025__gemma-4-31b-it__T070__R03.json,recovered,"'lo_evaluations' missing canonical factors: ['Divisive Inhibition (PV)', 'Inhibition (GABA)', 'Subtractive Inhibition (SST)']; 'lo_evaluations' has unknown factor keys: ['GABA', 'PV', 'SST']; 'go_evaluations' missing canonical factors: ['Divisive Inhibition (PV)', 'Inhibition (GABA)', 'Subtractive Inhibition (SST)']; 'go_evaluations' has unknown factor keys: ['GABA', 'PV', 'SST']",
Nejad2025__phi-4-reasoning-plus__T000__R01,Nejad2025,phi-4-reasoning-plus,phi-4-reasoning-plus,0.00,0.90,0.10,1,COMPLETE,1,content/202608_temp/raw/Nejad2025__phi-4-reasoning-plus__T000__R01.json,valid,,
Nejad2025__phi-4-reasoning-plus__T000__R02,Nejad2025,phi-4-reasoning-plus,phi-4-reasoning-plus,0.00,0.90,0.10,2,COMPLETE,1,content/202608_temp/raw/Nejad2025__phi-4-reasoning-plus__T000__R02.json,valid,,
Nejad2025__phi-4-reasoning-plus__T000__R03,Nejad2025,phi-4-reasoning-plus,phi-4-reasoning-plus,0.00,0.90,0.10,3,COMPLETE,1,content/202608_temp/raw/Nejad2025__phi-4-reasoning-plus__T000__R03.json,valid,,
Nejad2025__phi-4-reasoning-plus__T035__R01,Nejad2025,phi-4-reasoning-plus,phi-4-reasoning-plus,0.35,0.90,0.10,1,COMPLETE,1,content/202608_temp/raw/Nejad2025__phi-4-reasoning-plus__T035__R01.json,valid,,
Nejad2025__phi-4-reasoning-plus__T035__R02,Nejad2025,phi-4-reasoning-plus,phi-4-reasoning-plus,0.35,0.90,0.10,2,COMPLETE,1,content/202608_temp/raw/Nejad2025__phi-4-reasoning-plus__T035__R02.json,valid,,
Nejad2025__phi-4-reasoning-plus__T035__R03,Nejad2025,phi-4-reasoning-plus,phi-4-reasoning-plus,0.35,0.90,0.10,3,RECOVERED,1,content/202608_temp/raw/Nejad2025__phi-4-reasoning-plus__T035__R03.json,recovered,"'lo_evaluations' has 12 keys, expected 36; 'lo_evaluations' missing canonical factors: ['Absence of Feedback Error', 'Ascending Latency Shift', 'Canonical Microcircuit Ubiquity', 'Cross-Modal Ubiquity', 'Cross-Scale Hierarchical Ubiquity', 'Feedforward AMPA', 'Feedforward Ascending Gamma', 'Feedforward Deviance Detection', 'Feedforward Error Propagation', 'Feedforward NMDA', 'Feedforward Non-local Activation', 'Feedforward Non-local Directed Connectivity', 'Feedforward Non-local Granular Activity (L4)', 'Feedforward Non-local Supragranular Activity (L2/3)', 'Hierarchical Activity Ubiquity', 'Hierarchical CSD Ubiquity', 'Hierarchical Mechanism Invariance', 'Hierarchical Order Stability', 'Hierarchical Presence (V1-PFC)', 'Interspecies Hierarchical Ubiquity', 'Population-Wide Ubiquity', 'State-Independent Ubiquity', 'Subcortical Feedforward Relaying', 'Temporal Stability of Ubiquity']; 'lo_evaluations' factor 'Subtractive Inhibition (SST)' value '+0.2' is not numeric or null; 'lo_evaluations' factor 'Divisive Inhibition (PV)' value '+0.2' is not numeric or null; 'lo_evaluations' factor 'Inhibition (GABA)' value '+0.2' is not numeric or null; 'lo_evaluations' factor 'Habituation to Sequence' value '-0.2' is not numeric or null; 'lo_evaluations' factor 'Synaptic Depression (Adaptation)' value '-0.2' is not numeric or null; 'lo_evaluations' factor 'Activity Suppression' value '+0.3' is not numeric or null; 'lo_evaluations' factor 'Selective Sharpening' value '+0.4' is not numeric or null; 'lo_evaluations' factor 'Alpha/Beta Mediated Suppression' value '+0.5' is not numeric or null; 'lo_evaluations' factor 'E/I Balance Shift' value '-0.2' is not numeric or null; 'lo_evaluations' factor 'Omission Response' value '-0.3' is not numeric or null; 'go_evaluations' has 12 keys, expected 36; 'go_evaluations' missing canonical factors: ['Absence of Feedback Error', 'Ascending Latency Shift', 'Canonical Microcircuit Ubiquity', 'Cross-Modal Ubiquity', 'Cross-Scale Hierarchical Ubiquity', 'Feedforward AMPA', 'Feedforward Ascending Gamma', 'Feedforward Deviance Detection', 'Feedforward Error Propagation', 'Feedforward NMDA', 'Feedforward Non-local Activation', 'Feedforward Non-local Directed Connectivity', 'Feedforward Non-local Granular Activity (L4)', 'Feedforward Non-local Supragranular Activity (L2/3)', 'Hierarchical Activity Ubiquity', 'Hierarchical CSD Ubiquity', 'Hierarchical Mechanism Invariance', 'Hierarchical Order Stability', 'Hierarchical Presence (V1-PFC)', 'Interspecies Hierarchical Ubiquity', 'Population-Wide Ubiquity', 'State-Independent Ubiquity', 'Subcortical Feedforward Relaying', 'Temporal Stability of Ubiquity']; 'go_evaluations' factor 'Subtractive Inhibition (SST)' value '+0.2' is not numeric or null; 'go_evaluations' factor 'Divisive Inhibition (PV)' value '+0.2' is not numeric or null; 'go_evaluations' factor 'Inhibition (GABA)' value '+0.2' is not numeric or null; 'go_evaluations' factor 'Habituation to Sequence' value '-0.2' is not numeric or null; 'go_evaluations' factor 'Synaptic Depression (Adaptation)' value '-0.2' is not numeric or null; 'go_evaluations' factor 'Activity Suppression' value '+0.3' is not numeric or null; 'go_evaluations' factor 'Selective Sharpening' value '+0.4' is not numeric or null; 'go_evaluations' factor 'Alpha/Beta Mediated Suppression' value '+0.5' is not numeric or null; 'go_evaluations' factor 'E/I Balance Shift' value '-0.2' is not numeric or null; 'go_evaluations' factor 'Omission Response' value '-0.3' is not numeric or null",
Nejad2025__phi-4-reasoning-plus__T070__R01,Nejad2025,phi-4-reasoning-plus,phi-4-reasoning-plus,0.70,0.90,0.10,1,RECOVERED,1,content/202608_temp/raw/Nejad2025__phi-4-reasoning-plus__T070__R01.json,recovered,"'lo_evaluations' has 12 keys, expected 36; 'lo_evaluations' missing canonical factors: ['Absence of Feedback Error', 'Ascending Latency Shift', 'Canonical Microcircuit Ubiquity', 'Cross-Modal Ubiquity', 'Cross-Scale Hierarchical Ubiquity', 'Feedforward AMPA', 'Feedforward Ascending Gamma', 'Feedforward Deviance Detection', 'Feedforward Error Propagation', 'Feedforward NMDA', 'Feedforward Non-local Activation', 'Feedforward Non-local Directed Connectivity', 'Feedforward Non-local Granular Activity (L4)', 'Feedforward Non-local Supragranular Activity (L2/3)', 'Hierarchical Activity Ubiquity', 'Hierarchical CSD Ubiquity', 'Hierarchical Mechanism Invariance', 'Hierarchical Order Stability', 'Hierarchical Presence (V1-PFC)', 'Interspecies Hierarchical Ubiquity', 'Population-Wide Ubiquity', 'State-Independent Ubiquity', 'Subcortical Feedforward Relaying', 'Temporal Stability of Ubiquity']; 'lo_evaluations' factor 'Subtractive Inhibition (SST)' value '+0.2' is not numeric or null; 'lo_evaluations' factor 'Divisive Inhibition (PV)' value '+0.6' is not numeric or null; 'lo_evaluations' factor 'Inhibition (GABA)' value '+0.8' is not numeric or null; 'lo_evaluations' factor 'Activity Suppression' value '+0.7' is not numeric or null; 'lo_evaluations' factor 'Selective Sharpening' value '-0.2' is not numeric or null; 'lo_evaluations' factor 'Alpha/Beta Mediated Suppression' value '-0.4' is not numeric or null; 'lo_evaluations' factor 'VIP-Mediated Disinhibition' value '-0.1' is not numeric or null; 'lo_evaluations' factor 'Precision Weighting (Gain)' value '+0.5' is not numeric or null; 'lo_evaluations' factor 'E/I Balance Shift' value '-0.3' is not numeric or null; 'lo_evaluations' factor 'Omission Response' value '-0.7' is not numeric or null; 'go_evaluations' has 12 keys, expected 36; 'go_evaluations' missing canonical factors: ['Absence of Feedback Error', 'Ascending Latency Shift', 'Canonical Microcircuit Ubiquity', 'Cross-Modal Ubiquity', 'Cross-Scale Hierarchical Ubiquity', 'Feedforward AMPA', 'Feedforward Ascending Gamma', 'Feedforward Deviance Detection', 'Feedforward Error Propagation', 'Feedforward NMDA', 'Feedforward Non-local Activation', 'Feedforward Non-local Directed Connectivity', 'Feedforward Non-local Granular Activity (L4)', 'Feedforward Non-local Supragranular Activity (L2/3)', 'Hierarchical Activity Ubiquity', 'Hierarchical CSD Ubiquity', 'Hierarchical Mechanism Invariance', 'Hierarchical Order Stability', 'Hierarchical Presence (V1-PFC)', 'Interspecies Hierarchical Ubiquity', 'Population-Wide Ubiquity', 'State-Independent Ubiquity', 'Subcortical Feedforward Relaying', 'Temporal Stability of Ubiquity']; 'go_evaluations' factor 'Subtractive Inhibition (SST)' value '+0.2' is not numeric or null; 'go_evaluations' factor 'Divisive Inhibition (PV)' value '+0.6' is not numeric or null; 'go_evaluations' factor 'Inhibition (GABA)' value '+0.8' is not numeric or null; 'go_evaluations' factor 'Activity Suppression' value '+0.7' is not numeric or null; 'go_evaluations' factor 'Selective Sharpening' value '-0.2' is not numeric or null; 'go_evaluations' factor 'Alpha/Beta Mediated Suppression' value '-0.4' is not numeric or null; 'go_evaluations' factor 'VIP-Mediated Disinhibition' value '-0.1' is not numeric or null; 'go_evaluations' factor 'Precision Weighting (Gain)' value '+0.5' is not numeric or null; 'go_evaluations' factor 'E/I Balance Shift' value '-0.3' is not numeric or null; 'go_evaluations' factor 'Omission Response' value '-0.7' is not numeric or null",
Nejad2025__phi-4-reasoning-plus__T070__R02,Nejad2025,phi-4-reasoning-plus,phi-4-reasoning-plus,0.70,0.90,0.10,2,UNRECOVERABLE,1,content/202608_temp/raw/Nejad2025__phi-4-reasoning-plus__T070__R02.json,unrecoverable,Failed all rescue parser stages,
Nejad2025__phi-4-reasoning-plus__T070__R03,Nejad2025,phi-4-reasoning-plus,phi-4-reasoning-plus,0.70,0.90,0.10,3,RECOVERED,1,content/202608_temp/raw/Nejad2025__phi-4-reasoning-plus__T070__R03.json,recovered,"'lo_evaluations' has 24 keys, expected 36; 'lo_evaluations' missing canonical factors: ['Absence of Feedback Error', 'Activity Suppression', 'Alpha/Beta Mediated Suppression', 'Ascending Latency Shift', 'Canonical Microcircuit Ubiquity', 'Cross-Modal Ubiquity', 'Cross-Scale Hierarchical Ubiquity', 'Divisive Inhibition (PV)', 'E/I Balance Shift', 'Feedforward AMPA', 'Feedforward Ascending Gamma', 'Feedforward Deviance Detection', 'Feedforward Error Propagation', 'Feedforward NMDA', 'Feedforward Non-local Activation', 'Feedforward Non-local Directed Connectivity', 'Feedforward Non-local Granular Activity (L4)', 'Feedforward Non-local Supragranular Activity (L2/3)', 'Habituation to Sequence', 'Hierarchical Activity Ubiquity', 'Hierarchical CSD Ubiquity', 'Hierarchical Mechanism Invariance', 'Hierarchical Order Stability', 'Hierarchical Presence (V1-PFC)', 'Inhibition (GABA)', 'Interspecies Hierarchical Ubiquity', 'Omission Response', 'Population-Wide Ubiquity', 'Precision Weighting (Gain)', 'Selective Sharpening', 'State-Independent Ubiquity', 'Subcortical Feedforward Relaying', 'Subtractive Inhibition (SST)', 'Synaptic Depression (Adaptation)', 'Temporal Stability of Ubiquity', 'VIP-Mediated Disinhibition']; 'lo_evaluations' has unknown factor keys: ['1', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '2', '20', '21', '22', '23', '24', '3', '4', '5', '6', '7', '8', '9']; 'lo_evaluations' factor '1' value '+0.8' is not numeric or null; 'lo_evaluations' factor '2' value '+0.6' is not numeric or null; 'lo_evaluations' factor '3' value '+0.7' is not numeric or null; 'lo_evaluations' factor '4' value '-0.3' is not numeric or null; 'lo_evaluations' factor '5' value '+0.5' is not numeric or null; 'lo_evaluations' factor '6' value '+0.9' is not numeric or null; 'lo_evaluations' factor '7' value '+0.8' is not numeric or null; 'lo_evaluations' factor '8' value '-0.2' is not numeric or null; 'lo_evaluations' factor '11' value '+0.7' is not numeric or null; 'lo_evaluations' factor '12' value '-0.4' is not numeric or null; 'lo_evaluations' factor '13' value '+1.0' is not numeric or null; 'lo_evaluations' factor '14' value '+0.9' is not numeric or null; 'lo_evaluations' factor '15' value '+0.8' is not numeric or null; 'lo_evaluations' factor '16' value '+0.6' is not numeric or null; 'lo_evaluations' factor '17' value '-0.5' is not numeric or null; 'lo_evaluations' factor '18' value '+0.8' is not numeric or null; 'lo_evaluations' factor '19' value '+0.7' is not numeric or null; 'lo_evaluations' factor '20' value '+0.9' is not numeric or null; 'lo_evaluations' factor '21' value '+0.8' is not numeric or null; 'lo_evaluations' factor '22' value '+0.7' is not numeric or null; 'lo_evaluations' factor '24' value '-0.3' is not numeric or null; 'go_evaluations' has 24 keys, expected 36; 'go_evaluations' missing canonical factors: ['Absence of Feedback Error', 'Activity Suppression', 'Alpha/Beta Mediated Suppression', 'Ascending Latency Shift', 'Canonical Microcircuit Ubiquity', 'Cross-Modal Ubiquity', 'Cross-Scale Hierarchical Ubiquity', 'Divisive Inhibition (PV)', 'E/I Balance Shift', 'Feedforward AMPA', 'Feedforward Ascending Gamma', 'Feedforward Deviance Detection', 'Feedforward Error Propagation', 'Feedforward NMDA', 'Feedforward Non-local Activation', 'Feedforward Non-local Directed Connectivity', 'Feedforward Non-local Granular Activity (L4)', 'Feedforward Non-local Supragranular Activity (L2/3)', 'Habituation to Sequence', 'Hierarchical Activity Ubiquity', 'Hierarchical CSD Ubiquity', 'Hierarchical Mechanism Invariance', 'Hierarchical Order Stability', 'Hierarchical Presence (V1-PFC)', 'Inhibition (GABA)', 'Interspecies Hierarchical Ubiquity', 'Omission Response', 'Population-Wide Ubiquity', 'Precision Weighting (Gain)', 'Selective Sharpening', 'State-Independent Ubiquity', 'Subcortical Feedforward Relaying', 'Subtractive Inhibition (SST)', 'Synaptic Depression (Adaptation)', 'Temporal Stability of Ubiquity', 'VIP-Mediated Disinhibition']; 'go_evaluations' has unknown factor keys: ['1', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '2', '20', '21', '22', '23', '24', '3', '4', '5', '6', '7', '8', '9']; 'go_evaluations' factor '1' value '+0.8' is not numeric or null; 'go_evaluations' factor '2' value '+0.6' is not numeric or null; 'go_evaluations' factor '3' value '+0.7' is not numeric or null; 'go_evaluations' factor '4' value '-0.3' is not numeric or null; 'go_evaluations' factor '5' value '+0.5' is not numeric or null; 'go_evaluations' factor '6' value '+0.9' is not numeric or null; 'go_evaluations' factor '7' value '+0.8' is not numeric or null; 'go_evaluations' factor '8' value '-0.2' is not numeric or null; 'go_evaluations' factor '11' value '+0.7' is not numeric or null; 'go_evaluations' factor '12' value '-0.4' is not numeric or null; 'go_evaluations' factor '13' value '+1.0' is not numeric or null; 'go_evaluations' factor '14' value '+0.9' is not numeric or null; 'go_evaluations' factor '15' value '+0.8' is not numeric or null; 'go_evaluations' factor '16' value '+0.6' is not numeric or null; 'go_evaluations' factor '17' value '-0.5' is not numeric or null; 'go_evaluations' factor '18' value '+0.8' is not numeric or null; 'go_evaluations' factor '19' value '+0.7' is not numeric or null; 'go_evaluations' factor '20' value '+0.9' is not numeric or null; 'go_evaluations' factor '21' value '+0.8' is not numeric or null; 'go_evaluations' factor '22' value '+0.7' is not numeric or null; 'go_evaluations' factor '24' value '-0.3' is not numeric or null",
Payeur2021__olmo-3-32b-think__T000__R01,Payeur2021,olmo-3-32b-think,olmo-3-32b-think,0.00,0.90,0.10,1,UNRECOVERABLE,1,content/202608_temp/raw/Payeur2021__olmo-3-32b-think__T000__R01.json,unrecoverable,Failed all rescue parser stages,
